date,userName,review,rating
2025-01-04 03:00:45,nazbkpp69,"Sebenarnya aplikasi ini lebih mudah  dibanding yg sebelumnya. Tapi entah mengapa sering error bahkan saat sedang transaksi online seperti penggunaan Qris. Benar-benar membuat masalah di saat- saat genting. ☹️
Mudah-mudahan developer-nya segera memperbaiki karena pengguna BNI sungguh banyak di Indonesia.",3
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 23:07:05,nunu nananununana,"Kok ga bisa login sih? Tiap mau login yang muncul
Malah syarat dan ketentuan penggunaan. Padahal udah verifikasi data dll. Aplikasi sekelas BNI kok malah gini sih",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
2025-01-03 22:08:01,febriana ningsih,"mau topup tapcash loadingnya lama, muter2 terus",2
